Average,City,Code,Direction,Full,Location,Maximum,Minimum,Month,Precipitation,Speed,State,Week of,Year
82,Richmond,RIC,20,8/21/2016,"Richmond, VA",93,72,8,0.2,3.88,Virginia,21,2016
78,Roanoke,ROA,20,8/21/2016,"Roanoke, VA",86,70,8,1.53,2.4,Virginia,21,2016
82,Wallops Island,WAL,21,8/21/2016,"Wallops Island, VA",91,73,8,1.76,5.24,Virginia,21,2016
84,Washington,DCA,21,8/21/2016,"Washington, VA",94,73,8,2.73,4.44,Virginia,21,2016
69,Deer Park,DEW,17,8/21/2016,"Deer Park, WA",91,47,8,0,3.92,Washington,21,2016
78,Ephrata,EPH,23,8/21/2016,"Ephrata, WA",95,62,8,0,5.62,Washington,21,2016
69,Olympia,OLM,15,8/21/2016,"Olympia, WA",86,52,8,0,3.71,Washington,21,2016
65,Quillayute,UIL,23,8/21/2016,"Quillayute, WA",77,52,8,0.03,4.1,Washington,21,2016
72,Seattle,SEA,21,8/21/2016,"Seattle, WA",84,59,8,0,6.35,Washington,21,2016
76,Spokane,GEG,15,8/21/2016,"Spokane, WA",91,61,8,0,6.35,Washington,21,2016
78,Yakima,YKM,25,8/21/2016,"Yakima, WA",96,58,8,0,4.45,Washington,21,2016
73,Beckley,BKW,21,8/21/2016,"Beckley, WV",81,65,8,1.42,3.35,West Virginia,21,2016
78,Charleston,CRW,20,8/21/2016,"Charleston, WV",87,69,8,1.62,2.6,West Virginia,21,2016
74,Elkins,EKN,24,8/21/2016,"Elkins, WV",83,65,8,1.03,2.14,West Virginia,21,2016
77,Huntington,HTS,20,8/21/2016,"Huntington, WV",85,69,8,2.44,3.35,West Virginia,21,2016
70,Green Bay,GRB,22,8/21/2016,"Green Bay, WI",80,60,8,1.21,3.9,Wisconsin,21,2016
72,La Crosse,LSE,19,8/21/2016,"La Crosse, WI",81,63,8,2.51,4.55,Wisconsin,21,2016
71,Madison,MSN,23,8/21/2016,"Madison, WI",80,61,8,3.5,3.02,Wisconsin,21,2016
75,Milwaukee,MKE,19,8/21/2016,"Milwaukee, WI",83,67,8,0.54,5.52,Wisconsin,21,2016
62,Casper,CPR,11,8/21/2016,"Casper, WY",80,44,8,0.29,4.2,Wyoming,21,2016
65,Cheyenne,CYS,23,8/21/2016,"Cheyenne, WY",81,48,8,0.51,5.42,Wyoming,21,2016
65,Lander,LND,25,8/21/2016,"Lander, WY",80,50,8,0.4,2.8,Wyoming,21,2016
60,Rawlins,RWL,25,8/21/2016,"Rawlins, WY",79,41,8,0.04,4.45,Wyoming,21,2016
66,Sheridan,SHR,24,8/21/2016,"Sheridan, WY",83,48,8,0.79,3.81,Wyoming,21,2016
83,Birmingham,BHM,11,8/28/2016,"Birmingham, AL",92,74,8,0.16,2.12,Alabama,28,2016
83,Huntsville,HSV,11,8/28/2016,"Huntsville, AL",94,71,8,1.61,2.58,Alabama,28,2016
83,Mobile,MOB,12,8/28/2016,"Mobile, AL",92,74,8,0.3,2.88,Alabama,28,2016
85,Montgomery,MGM,12,8/28/2016,"Montgomery, AL",96,74,8,0.2,2.98,Alabama,28,2016
61,Anchorage,ANC,14,8/28/2016,"Anchorage, AK",68,54,8,1.6,2.77,Alaska,28,2016
65,Annette,ANN,24,8/28/2016,"Annette, AK",72,56,8,0.16,5.15,Alaska,28,2016
57,Bethel,BET,28,8/28/2016,"Bethel, AK",64,50,8,0.49,6.4,Alaska,28,2016
56,Bettles,BTT,22,8/28/2016,"Bettles, AK",66,44,8,0.64,1.71,Alaska,28,2016
57,Cold Bay,CDB,19,8/28/2016,"Cold Bay, AK",63,51,8,0.28,6.48,Alaska,28,2016
57,Cordova,CDV,7,8/28/2016,"Cordova, AK",66,47,8,6.03,3.41,Alaska,28,2016
59,Delta Junction/Ft Greely,BIG,23,8/28/2016,"Delta Junction/Ft Greely, AK",65,52,8,0.5,10.58,Alaska,28,2016
61,Fairbanks,FAI,12,8/28/2016,"Fairbanks, AK",69,51,8,0.21,2.32,Alaska,28,2016
57,Gulkana,GKN,14,8/28/2016,"Gulkana, AK",66,48,8,0.23,11.34,Alaska,28,2016
60,Gustavus,GST,22,8/28/2016,"Gustavus, AK",60,60,8,0,1.9,Alaska,28,2016
60,Homer,HOM,17,8/28/2016,"Homer, AK",67,51,8,0.77,1.18,Alaska,28,2016
59,Iliamna,ILI,20,8/28/2016,"Iliamna, AK",66,52,8,1.28,7.12,Alaska,28,2016
59,Juneau,JNU,11,8/28/2016,"Juneau, AK",67,51,8,1.13,4.41,Alaska,28,2016
58,Kenai,ENA,24,8/28/2016,"Kenai, AK",66,50,8,1.16,5.72,Alaska,28,2016
64,Ketchikan,KTN,22,8/28/2016,"Ketchikan, AK",70,57,8,0.18,6.58,Alaska,28,2016
60,King Salmon,AKN,24,8/28/2016,"King Salmon, AK",69,51,8,0.85,6.62,Alaska,28,2016
60,Kodiak,ADQ,22,8/28/2016,"Kodiak, AK",65,55,8,0.74,7.1,Alaska,28,2016
53,Kotzebue,OTZ,19,8/28/2016,"Kotzebue, AK",57,49,8,0.09,5.91,Alaska,28,2016
58,Mc Grath,MCG,21,8/28/2016,"Mc Grath, AK",65,51,8,0.49,3.81,Alaska,28,2016
49,Nome,OME,25,8/28/2016,"Nome, AK",55,44,8,0.08,6.7,Alaska,28,2016
56,Northway,ORT,25,8/28/2016,"Northway, AK",66,45,8,0.34,2.48,Alaska,28,2016
58,Palmer,PAQ,8,8/28/2016,"Palmer, AK",66,50,8,1.04,5.21,Alaska,28,2016
60,Petersburg,PSG,6,8/28/2016,"Petersburg, AK",60,60,8,0,2.07,Alaska,28,2016
60,Shemya,SYA,27,8/28/2016,"Shemya, AK",60,60,8,0,5.75,Alaska,28,2016
60,Sitka,SIT,23,8/28/2016,"Sitka, AK",63,56,8,1.49,3.6,Alaska,28,2016
62,Skagway,SGY,16,8/28/2016,"Skagway, AK",69,55,8,0.26,8.9,Alaska,28,2016
60,Talkeetna,TKA,24,8/28/2016,"Talkeetna, AK",67,51,8,1.14,3.41,Alaska,28,2016
58,Tanana,TAL,15,8/28/2016,"Tanana, AK",68,48,8,0,1.98,Alaska,28,2016
42,Utqiagvik (Barrow),BRW,16,8/28/2016,"Utqiagvik (Barrow), AK",48,36,8,0.02,9.35,Alaska,28,2016
60,Wrangell,WRG,29,8/28/2016,"Wrangell, AK",60,60,8,0,1.81,Alaska,28,2016
58,Yakutat,YAK,12,8/28/2016,"Yakutat, AK",66,50,8,3.54,2.7,Alaska,28,2016
74,Douglas Bisbee,DUG,26,8/28/2016,"Douglas Bisbee, AZ",90,58,8,0.1,2.35,Arizona,28,2016
76,Kingman,IGM,14,8/28/2016,"Kingman, AZ",88,63,8,1.48,5.81,Arizona,28,2016
88,Phoenix,PHX,14,8/28/2016,"Phoenix, AZ",99,77,8,0.14,2.98,Arizona,28,2016
83,Tucson,TUS,19,8/28/2016,"Tucson, AZ",95,70,8,0,2.61,Arizona,28,2016
68,Winslow,INW,21,8/28/2016,"Winslow, AZ",81,55,8,0.37,2.95,Arizona,28,2016
81,Fort Smith,FSM,11,8/28/2016,"Fort Smith, AR",90,71,8,0.05,3.54,Arkansas,28,2016
76,Harrison,HRO,15,8/28/2016,"Harrison, AR",86,66,8,0.01,4.51,Arkansas,28,2016
81,North Little Rock,LZK,0,8/28/2016,"North Little Rock, AR",90,72,8,0.01,0,Arkansas,28,2016
82,Bakersfield,BFL,29,8/28/2016,"Bakersfield, CA",95,68,8,0,2.84,California,28,2016
74,Bishop,BIH,25,8/28/2016,"Bishop, CA",95,52,8,0,2.52,California,28,2016
81,China Lake,NID,20,8/28/2016,"China Lake, CA",99,63,8,0,4.34,California,28,2016
70,Concord,CCR,25,8/28/2016,"Concord, CA",82,58,8,0,8.08,California,28,2016
56,Eureka,EKA,0,8/28/2016,"Eureka, CA",60,51,8,0.04,0,California,28,2016
79,Fresno,FAT,30,8/28/2016,"Fresno, CA",94,64,8,0,5.64,California,28,2016
66,Hayward,HWD,30,8/28/2016,"Hayward, CA",72,60,8,0,7.84,California,28,2016
72,Long Beach,LGB,25,8/28/2016,"Long Beach, CA",80,65,8,0,2.81,California,28,2016
69,Los Angeles,LAX,25,8/28/2016,"Los Angeles, CA",75,64,8,0,6.02,California,28,2016
78,Red Bluff,RBL,15,8/28/2016,"Red Bluff, CA",95,62,8,0,3.8,California,28,2016
79,Redding,RDD,18,8/28/2016,"Redding, CA",97,62,8,0,2.45,California,28,2016
70,Sacramento,SAC,20,8/28/2016,"Sacramento, CA",85,55,8,0,6.58,California,28,2016
64,Salinas,SNS,28,8/28/2016,"Salinas, CA",70,58,8,0,6.37,California,28,2016
71,San Diego,SAN,28,8/28/2016,"San Diego, CA",75,66,8,0,4.95,California,28,2016
64,San Francisco,SFO,26,8/28/2016,"San Francisco, CA",70,58,8,0,9.67,California,28,2016
77,Sandberg,SDB,28,8/28/2016,"Sandberg, CA",87,66,8,0,9.32,California,28,2016
66,Santa Barbara,SBA,16,8/28/2016,"Santa Barbara, CA",73,57,8,0,2.08,California,28,2016
62,Santa Maria,SMX,30,8/28/2016,"Santa Maria, CA",69,54,8,0,5.94,California,28,2016
73,Stockton,SCK,32,8/28/2016,"Stockton, CA",89,56,8,0,6.88,California,28,2016
55,Alamosa,ALS,23,8/28/2016,"Alamosa, CO",71,38,8,0.26,2.1,Colorado,28,2016
66,Colorado Springs,COS,18,8/28/2016,"Colorado Springs, CO",78,52,8,0.75,3.57,Colorado,28,2016
61,Craig,CAG,20,8/28/2016,"Craig, CO",81,41,8,0.11,2.32,Colorado,28,2016
67,Denver,DEN,19,8/28/2016,"Denver, CO",81,53,8,0.17,4.6,Colorado,28,2016
69,Grand Junction,GJT,11,8/28/2016,"Grand Junction, CO",82,57,8,0.25,4.9,Colorado,28,2016
72,Pueblo,PUB,25,8/28/2016,"Pueblo, CO",87,56,8,0.15,3.27,Colorado,28,2016
76,Bridgeport,BDR,21,8/28/2016,"Bridgeport, CT",85,67,8,0,6.02,Connecticut,28,2016
73,Windsor Locks,BDL,23,8/28/2016,"Windsor Locks, CT",85,60,8,0,5.48,Connecticut,28,2016
76,Wilmington,ILG,22,8/28/2016,"Wilmington, DE",87,64,8,0,4.9,Delaware,28,2016
85,Daytona Beach,DAB,7,8/28/2016,"Daytona Beach, FL",92,77,8,0.17,9.17,Florida,28,2016
86,Fort Lauderdale,FLL,7,8/28/2016,"Fort Lauderdale, FL",91,80,8,0.85,9.18,Florida,28,2016
84,Gainesville,GNV,8,8/28/2016,"Gainesville, FL",94,73,8,0.45,6.3,Florida,28,2016
82,Jacksonville,JAX,8,8/28/2016,"Jacksonville, FL",92,72,8,0.36,7.18,Florida,28,2016
83,Key West,EYW,7,8/28/2016,"Key West, FL",89,77,8,5.52,6.57,Florida,28,2016
86,Miami,MIA,7,8/28/2016,"Miami, FL",92,80,8,0.4,7.47,Florida,28,2016
85,Orlando,MCO,8,8/28/2016,"Orlando, FL",92,77,8,0.93,7.77,Florida,28,2016
84,Pensacola,PNS,14,8/28/2016,"Pensacola, FL",91,76,8,0.55,2.98,Florida,28,2016
86,Tallahassee,TLH,9,8/28/2016,"Tallahassee, FL",96,76,8,0.64,4.85,Florida,28,2016
86,Tampa,TPA,12,8/28/2016,"Tampa, FL",93,78,8,1.02,4.95,Florida,28,2016
84,Vero Beach,VRB,5,8/28/2016,"Vero Beach, FL",90,77,8,1.34,6.74,Florida,28,2016
85,West Palm Beach,PBI,6,8/28/2016,"West Palm Beach, FL",91,79,8,1.33,8.85,Florida,28,2016
81,Alma,AMG,11,8/28/2016,"Alma, GA",92,70,8,1.1,2.65,Georgia,28,2016
81,Athens,AHN,10,8/28/2016,"Athens, GA",90,71,8,0.38,1.91,Georgia,28,2016
82,Atlanta,ATL,12,8/28/2016,"Atlanta, GA",90,73,8,0.8,5.05,Georgia,28,2016
82,Augusta,AGS,8,8/28/2016,"Augusta, GA",94,70,8,0,2.75,Georgia,28,2016
83,Macon,MCN,12,8/28/2016,"Macon, GA",95,70,8,0.04,3.85,Georgia,28,2016
83,Savannah,SAV,8,8/28/2016,"Savannah, GA",93,72,8,0.07,5.42,Georgia,28,2016
77,Hilo,ITO,21,8/28/2016,"Hilo, HI",82,71,8,14.03,2.41,Hawaii,28,2016
81,Honolulu,HNL,7,8/28/2016,"Honolulu, HI",86,75,8,1.4,8.67,Hawaii,28,2016
82,Kahului,OGG,5,8/28/2016,"Kahului, HI",89,74,8,0.14,10.38,Hawaii,28,2016
81,Kaunakakai,MKK,8,8/28/2016,"Kaunakakai, HI",87,74,8,0.42,8.55,Hawaii,28,2016
81,Lihue,LIH,7,8/28/2016,"Lihue, HI",86,75,8,0.49,10.81,Hawaii,28,2016
70,Boise,BOI,24,8/28/2016,"Boise, ID",85,55,8,0,3.42,Idaho,28,2016
73,Lewiston,LWS,19,8/28/2016,"Lewiston, ID",88,57,8,0,2.48,Idaho,28,2016
63,Pocatello,PIH,20,8/28/2016,"Pocatello, ID",82,44,8,0,7.98,Idaho,28,2016
74,Chicago,ORD,16,8/28/2016,"Chicago, IL",82,65,8,1.3,6.37,Illinois,28,2016
74,Moline,MLI,17,8/28/2016,"Moline, IL",83,63,8,2.08,5.08,Illinois,28,2016
75,Peoria,PIA,16,8/28/2016,"Peoria, IL",83,65,8,2.82,5.25,Illinois,28,2016
75,Quincy,UIN,18,8/28/2016,"Quincy, IL",83,65,8,4.16,5.55,Illinois,28,2016
73,Rockford,RFD,17,8/28/2016,"Rockford, IL",82,63,8,1.05,5.27,Illinois,28,2016
77,Springfield,SPI,16,8/28/2016,"Springfield, IL",86,67,8,2.12,4.85,Illinois,28,2016
78,Evansville,EVV,15,8/28/2016,"Evansville, IN",88,68,8,0.14,3.24,Indiana,28,2016
73,Fort Wayne,FWA,18,8/28/2016,"Fort Wayne, IN",83,62,8,0.96,4.07,Indiana,28,2016
77,Indianapolis,IND,15,8/28/2016,"Indianapolis, IN",86,68,8,2.49,4.87,Indiana,28,2016
72,South Bend,SBN,18,8/28/2016,"South Bend, IN",81,63,8,1.36,4.45,Indiana,28,2016
71,Cedar Rapids,CID,19,8/28/2016,"Cedar Rapids, IA",80,61,8,0.95,5.57,Iowa,28,2016
74,Des Moines,DSM,19,8/28/2016,"Des Moines, IA",82,64,8,1.18,6.55,Iowa,28,2016
70,Dubuque,DBQ,15,8/28/2016,"Dubuque, IA",79,60,8,0.72,6.14,Iowa,28,2016
70,Sioux City,SUX,19,8/28/2016,"Sioux City, IA",80,59,8,2.45,6.98,Iowa,28,2016
69,Waterloo,ALO,16,8/28/2016,"Waterloo, IA",79,59,8,0.34,6.15,Iowa,28,2016
74,Concordia,CNK,11,8/28/2016,"Concordia, KS",83,63,8,2.41,7.22,Kansas,28,2016
75,Dodge City,DDC,16,8/28/2016,"Dodge City, KS",87,62,8,1.37,8.78,Kansas,28,2016
68,Goodland,GLD,16,8/28/2016,"Goodland, KS",82,54,8,0.68,7.74,Kansas,28,2016
76,Medicine Lodge,P28,13,8/28/2016,"Medicine Lodge, KS",87,65,8,2.53,5.81,Kansas,28,2016
76,Topeka,TOP,12,8/28/2016,"Topeka, KS",86,66,8,3.45,4.67,Kansas,28,2016
79,Wichita,ICT,14,8/28/2016,"Wichita, KS",88,69,8,0.12,8.11,Kansas,28,2016
77,Covington,CVG,18,8/28/2016,"Covington, KY",87,66,8,0.84,3.47,Kentucky,28,2016
77,Jackson,JKL,18,8/28/2016,"Jackson, KY",87,67,8,0,0.25,Kentucky,28,2016
78,Lexington,LEX,12,8/28/2016,"Lexington, KY",89,66,8,0,3.5,Kentucky,28,2016
81,Louisville,SDF,13,8/28/2016,"Louisville, KY",90,71,8,0.01,3.71,Kentucky,28,2016
79,Paducah,PAH,14,8/28/2016,"Paducah, KY",90,67,8,0.79,2.51,Kentucky,28,2016
84,Baton Rouge,BTR,9,8/28/2016,"Baton Rouge, LA",93,74,8,2.64,2.7,Louisiana,28,2016
82,Lake Charles,LCH,10,8/28/2016,"Lake Charles, LA",89,75,8,2.78,4.01,Louisiana,28,2016
86,New Orleans,MSY,15,8/28/2016,"New Orleans, LA",93,79,8,1.88,3.25,Louisiana,28,2016
83,Shreveport,SHV,13,8/28/2016,"Shreveport, LA",93,74,8,3.09,2.74,Louisiana,28,2016
82,Slidell,ASD,7,8/28/2016,"Slidell, LA",91,74,8,1.97,2.07,Louisiana,28,2016
69,Bangor,BGR,24,8/28/2016,"Bangor, ME",80,57,8,0.78,6.44,Maine,28,2016
67,Caribou,CAR,25,8/28/2016,"Caribou, ME",77,57,8,1.59,5.2,Maine,28,2016
71,Portland,PWM,24,8/28/2016,"Portland, ME",82,60,8,0.74,5.22,Maine,28,2016
76,Baltimore,BWI,18,8/28/2016,"Baltimore, MD",86,65,8,0,3.14,Maryland,28,2016
75,Salisbury,SBY,16,8/28/2016,"Salisbury, MD",86,63,8,0,4.18,Maryland,28,2016
75,Boston,BOS,21,8/28/2016,"Boston, MA",84,66,8,0.89,8.1,Massachusetts,28,2016
74,Milton,MQE,21,8/28/2016,"Milton, MA",84,63,8,0.79,7.94,Massachusetts,28,2016
70,Worcester,ORH,25,8/28/2016,"Worcester, MA",79,61,8,1.12,8.48,Massachusetts,28,2016
69,Alpena,APN,22,8/28/2016,"Alpena, MI",81,57,8,0.21,4.21,Michigan,28,2016
74,Detroit,DTW,22,8/28/2016,"Detroit, MI",84,64,8,1.5,5.01,Michigan,28,2016
72,Flint,FNT,22,8/28/2016,"Flint, MI",83,61,8,0.73,5.35,Michigan,28,2016
71,Grand Rapids,GRR,22,8/28/2016,"Grand Rapids, MI",80,61,8,1.4,5.82,Michigan,28,2016
68,Houghton Lake,HTL,22,8/28/2016,"Houghton Lake, MI",78,57,8,0.62,5.91,Michigan,28,2016
71,Lansing,LAN,22,8/28/2016,"Lansing, MI",81,60,8,0.48,5.44,Michigan,28,2016
64,Marquette,MQT,0,8/28/2016,"Marquette, MI",73,54,8,0.46,0,Michigan,28,2016
71,Muskegon,MKG,22,8/28/2016,"Muskegon, MI",79,62,8,1.12,5.65,Michigan,28,2016
65,Sault Ste Marie,ANJ,22,8/28/2016,"Sault Ste Marie, MI",74,57,8,1.81,4.95,Michigan,28,2016
66,Duluth,DLH,20,8/28/2016,"Duluth, MN",75,56,8,0.33,8.18,Minnesota,28,2016
63,International Falls,INL,20,8/28/2016,"International Falls, MN",76,50,8,1.08,3.71,Minnesota,28,2016
70,Minneapolis,MSP,19,8/28/2016,"Minneapolis, MN",78,62,8,1.09,7.65,Minnesota,28,2016
67,Rochester,RST,19,8/28/2016,"Rochester, MN",77,58,8,0.87,7.04,Minnesota,28,2016
66,St Cloud,STC,19,8/28/2016,"St Cloud, MN",76,56,8,0.11,7.5,Minnesota,28,2016
83,Greenville,GLH,15,8/28/2016,"Greenville, MS",93,73,8,2.44,1.91,Mississippi,28,2016
83,Greenwood,GWO,10,8/28/2016,"Greenwood, MS",93,73,8,0.33,2.02,Mississippi,28,2016
83,Gulfport,GPT,10,8/28/2016,"Gulfport, MS",91,75,8,0.63,2.77,Mississippi,28,2016
83,Hattiesburg,HBG,8,8/28/2016,"Hattiesburg, MS",93,73,8,0,1.72,Mississippi,28,2016
83,Jackson,JAN,16,8/28/2016,"Jackson, MS",93,73,8,2.22,1.92,Mississippi,28,2016
85,Meridian,MEI,13,8/28/2016,"Meridian, MS",95,74,8,0.69,1.75,Mississippi,28,2016
83,Tupelo,TUP,11,8/28/2016,"Tupelo, MS",92,72,8,1.33,2.47,Mississippi,28,2016
78,Cape Girardeau,CGI,14,8/28/2016,"Cape Girardeau, MO",89,68,8,0,3.54,Missouri,28,2016
76,Columbia,COU,15,8/28/2016,"Columbia, MO",85,67,8,0.1,5.15,Missouri,28,2016
75,Kansas City,MCI,14,8/28/2016,"Kansas City, MO",85,65,8,6.33,6.58,Missouri,28,2016
76,Rolla/Vichy,VIH,17,8/28/2016,"Rolla/Vichy, MO",85,66,8,0.49,5.68,Missouri,28,2016
78,Springfield,SGF,17,8/28/2016,"Springfield, MO",87,68,8,0.68,7.7,Missouri,28,2016
74,St Joseph,STJ,12,8/28/2016,"St Joseph, MO",83,64,8,4.31,5.17,Missouri,28,2016
81,St Louis,STL,16,8/28/2016,"St Louis, MO",90,71,8,0.03,5.31,Missouri,28,2016
66,Billings,BIL,23,8/28/2016,"Billings, MT",79,52,8,0,4.74,Montana,28,2016
55,Butte,BTM,19,8/28/2016,"Butte, MT",72,37,8,0,3.24,Montana,28,2016
58,Cut Bank,CTB,29,8/28/2016,"Cut Bank, MT",70,46,8,0,10.58,Montana,28,2016
60,Dillon,DLN,13,8/28/2016,"Dillon, MT",77,43,8,0,6.02,Montana,28,2016
64,Glasgow,GGW,27,8/28/2016,"Glasgow, MT",78,50,8,0.01,10.1,Montana,28,2016
62,Great Falls,GTF,22,8/28/2016,"Great Falls, MT",75,48,8,0.01,6.88,Montana,28,2016
61,Havre,HVR,27,8/28/2016,"Havre, MT",75,46,8,0.03,8.32,Montana,28,2016
65,Helena,HLN,29,8/28/2016,"Helena, MT",79,50,8,0,6.1,Montana,28,2016
62,Kalispell,GPI,10,8/28/2016,"Kalispell, MT",77,46,8,0,6.44,Montana,28,2016
68,Miles City,MLS,24,8/28/2016,"Miles City, MT",82,53,8,0,6.15,Montana,28,2016
63,Missoula,MSO,27,8/28/2016,"Missoula, MT",79,46,8,0.03,3.3,Montana,28,2016
72,Grand Island,GRI,12,8/28/2016,"Grand Island, NE",83,60,8,0.01,8.12,Nebraska,28,2016
72,Lincoln,LNK,11,8/28/2016,"Lincoln, NE",84,61,8,0.23,7.05,Nebraska,28,2016
70,Norfolk,OFK,19,8/28/2016,"Norfolk, NE",80,59,8,1.18,7.82,Nebraska,28,2016
70,North Platte,LBF,12,8/28/2016,"North Platte, NE",86,54,8,0.05,4.95,Nebraska,28,2016
73,Omaha,OMA,20,8/28/2016,"Omaha, NE",82,63,8,1.22,7.95,Nebraska,28,2016
67,Scottsbluff,BFF,13,8/28/2016,"Scottsbluff, NE",82,52,8,0.01,5.55,Nebraska,28,2016
66,Sidney,SNY,17,8/28/2016,"Sidney, NE",82,50,8,0.42,6.52,Nebraska,28,2016
68,Valentine,VTN,23,8/28/2016,"Valentine, NE",82,53,8,0.11,8.02,Nebraska,28,2016
63,Ely,ELY,19,8/28/2016,"Ely, NV",83,42,8,0.15,3.88,Nevada,28,2016
65,Eureka,P68,18,8/28/2016,"Eureka, NV",86,43,8,0,2.41,Nevada,28,2016
86,Las Vegas,LAS,11,8/28/2016,"Las Vegas, NV",97,75,8,0.04,4.1,Nevada,28,2016
81,Mercury,DRA,17,8/28/2016,"Mercury, NV",95,67,8,0,4.27,Nevada,28,2016
73,Reno,RNO,27,8/28/2016,"Reno, NV",90,55,8,0,3.45,Nevada,28,2016
67,Winnemucca,WMC,17,8/28/2016,"Winnemucca, NV",89,44,8,0,3.37,Nevada,28,2016
71,Concord,CON,26,8/28/2016,"Concord, NH",86,55,8,0.8,4.08,New Hampshire,28,2016
49,Mt. Washington,MWN,27,8/28/2016,"Mt. Washington, NH",55,44,8,1.53,32.48,New Hampshire,28,2016
75,Atlantic City,ACY,19,8/28/2016,"Atlantic City, NJ",86,62,8,0,5.48,New Jersey,28,2016
78,Newark,EWR,22,8/28/2016,"Newark, NJ",87,67,8,0.01,6.94,New Jersey,28,2016
69,Albuquerque,ABQ,24,8/28/2016,"Albuquerque, NM",81,57,8,0.08,2.64,New Mexico,28,2016
69,Clayton,CAO,20,8/28/2016,"Clayton, NM",82,57,8,1.2,9.4,New Mexico,28,2016
75,Roswell,ROW,20,8/28/2016,"Roswell, NM",86,63,8,0.87,5.32,New Mexico,28,2016
71,Albany,ALB,18,8/28/2016,"Albany, NY",82,60,8,0.32,5.4,New York,28,2016
69,Binghamton,BGM,25,8/28/2016,"Binghamton, NY",77,60,8,0.19,5.51,New York,28,2016
73,Buffalo,BUF,21,8/28/2016,"Buffalo, NY",81,64,8,1.55,7.45,New York,28,2016
68,Glens Falls,GFL,21,8/28/2016,"Glens Falls, NY",81,55,8,0.07,3.78,New York,28,2016
75,Islip,ISP,21,8/28/2016,"Islip, NY",84,65,8,0,6.42,New York,28,2016
80,New York,LGA,21,8/28/2016,"New York, NY",86,72,8,0.01,7.38,New York,28,2016
74,Rochester,ROC,23,8/28/2016,"Rochester, NY",84,63,8,0.47,5.71,New York,28,2016
72,Syracuse,SYR,21,8/28/2016,"Syracuse, NY",82,61,8,0.05,4.38,New York,28,2016
75,Asheville,AVL,21,8/28/2016,"Asheville, NC",84,65,8,0.07,2.04,North Carolina,28,2016
80,Cape Hatteras,HSE,7,8/28/2016,"Cape Hatteras, NC",87,72,8,1.17,4.42,North Carolina,28,2016
81,Charlotte,CLT,9,8/28/2016,"Charlotte, NC",92,70,8,0.39,3.52,North Carolina,28,2016
79,Greensboro,GSO,9,8/28/2016,"Greensboro, NC",89,69,8,0.4,3.8,North Carolina,28,2016
78,Hickory,HKY,14,8/28/2016,"Hickory, NC",88,67,8,0,1.57,North Carolina,28,2016
80,Raleigh/Durham,RDU,11,8/28/2016,"Raleigh/Durham, NC",91,68,8,0.18,3.01,North Carolina,28,2016
79,Wilmington,ILM,11,8/28/2016,"Wilmington, NC",88,70,8,0.3,4.47,North Carolina,28,2016
65,Bismarck,BIS,20,8/28/2016,"Bismarck, ND",80,51,8,0,7.54,North Dakota,28,2016
65,Dickinson,DIK,24,8/28/2016,"Dickinson, ND",81,49,8,0.04,9.64,North Dakota,28,2016
69,Fargo,FAR,20,8/28/2016,"Fargo, ND",80,58,8,0.3,11.18,North Dakota,28,2016
67,Grand Forks,GFK,20,8/28/2016,"Grand Forks, ND",79,54,8,0.34,9.74,North Dakota,28,2016
67,Williston,ISN,26,8/28/2016,"Williston, ND",82,52,8,0.01,7.52,North Dakota,28,2016
75,Akron,CAK,24,8/28/2016,"Akron, OH",86,64,8,0.75,4.42,Ohio,28,2016
76,Cleveland,CLE,25,8/28/2016,"Cleveland, OH",86,65,8,0.55,4.41,Ohio,28,2016
75,Columbus,CMH,14,8/28/2016,"Columbus, OH",85,64,8,1.92,3.7,Ohio,28,2016
75,Dayton,DAY,15,8/28/2016,"Dayton, OH",85,65,8,0.85,4.37,Ohio,28,2016
74,Mansfield,MFD,23,8/28/2016,"Mansfield, OH",85,63,8,0.35,5,Ohio,28,2016
73,Toledo,TOL,23,8/28/2016,"Toledo, OH",84,61,8,1.92,3.78,Ohio,28,2016
73,Youngstown/Warren,YNG,15,8/28/2016,"Youngstown/Warren, OH",84,60,8,0.58,3.9,Ohio,28,2016
78,Gage,GAG,20,8/28/2016,"Gage, OK",90,66,8,1.36,9.67,Oklahoma,28,2016
80,Oklahoma City,OKC,16,8/28/2016,"Oklahoma City, OK",92,68,8,0.17,8.57,Oklahoma,28,2016
79,Ponca City,PNC,17,8/28/2016,"Ponca City, OK",90,68,8,0.76,6.38,Oklahoma,28,2016
83,Tulsa,TUL,15,8/28/2016,"Tulsa, OK",93,72,8,0.04,8.85,Oklahoma,28,2016
66,Astoria,AST,28,8/28/2016,"Astoria, OR",78,53,8,0,4.47,Oregon,28,2016
61,Burns,BNO,24,8/28/2016,"Burns, OR",83,38,8,0,3.55,Oregon,28,2016
70,Eugene,EUG,16,8/28/2016,"Eugene, OR",89,51,8,0,7.08,Oregon,28,2016
76,Medford,MFR,31,8/28/2016,"Medford, OR",96,56,8,0,1.85,Oregon,28,2016
70,Pendleton,PDT,15,8/28/2016,"Pendleton, OR",86,53,8,0,4.4,Oregon,28,2016
72,Portland,PDX,31,8/28/2016,"Portland, OR",87,58,8,0,4.84,Oregon,28,2016
64,Redmond,RDM,32,8/28/2016,"Redmond, OR",85,43,8,0,2.98,Oregon,28,2016
72,Salem,SLE,23,8/28/2016,"Salem, OR",89,56,8,0,5.07,Oregon,28,2016
